station_id,station,district,basin,river,updated,level,normal,alert,warning,danger,is_reservoir,stress,suspect,state,scraped_at
,Sg. Kelantan di Kg. Salor (F1),Kota Bharu,Sungai Kelantan,Sg. Salor,2026-08-11 01:15:00+08:00,5.48,1.0,9.0,9.8,10.6,False,0.46666666666666673,False,KEL,2026-08-10T17:42:35.343363+00:00
0730671WL,Sg. Kelantan di Tambatan D'Raja (F1),Kota Bharu,Sungai Kelantan,Sg. Kelantan,2026-08-11 01:15:00+08:00,-0.11,1.0,3.0,4.0,5.0,False,0.0,False,KEL,2026-08-10T17:42:35.343363+00:00
0731301WL,Sg. Kelantan di Kuala Besar (F1),Kota Bharu,Sungai Kelantan,Sg. Kelantan,2026-08-11 01:15:00+08:00,0.78,1.3,1.5,1.7,1.85,False,0.0,False,KEL,2026-08-10T17:42:35.343363+00:00
0740241WL,Sg. Golok di Kuala Jambu (F1),Tumpat,Sungai Golok,Sg. Golok,2026-08-11 01:15:00+08:00,1.1,0.7,2.0,2.5,3.0,False,0.17391304347826095,False,KEL,2026-08-10T17:42:35.343363+00:00
0720101WL,Sg. Melor di Jambatan Melor (F2),Bachok,Sungai Kemasin,Sg. Melor,2026-08-11 01:15:00+08:00,5.63,6.0,7.0,8.0,9.0,False,0.0,False,KEL,2026-08-10T17:42:35.343363+00:00
0710121WL,Sg. Buaya Ikat di Kg. Pulau Lima (F2),Pasir Puteh,Sungai Semerak,Sg. Buaya Ikat,2026-08-11 01:15:00+08:00,0.87,1.0,2.0,3.0,4.0,False,0.0,False,KEL,2026-08-10T17:42:35.343363+00:00
0710161WL,Sg. Semerak di Tok Bali (F2),Pasir Puteh,Sungai Semerak,Sg. Semerak,2026-08-11 01:15:00+08:00,1.36,0.0,2.5,3.0,4.0,False,0.34,False,KEL,2026-08-10T17:42:35.343363+00:00
0730891WL,Sg. Nenggiri di Belatop (F1),Gua Musang,Sungai Kelantan,Sg. Nenggiri,2026-08-11 01:30:00+08:00,612.1,605.5,676.0,678.0,680.0,False,0.08859060402684595,True,KEL,2026-08-10T18:40:42.104012+00:00
,Sg. Galas di Kg. Pulai (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-11 01:30:00+08:00,102.8,107.8,108.1,108.9,109.7,False,0.0,False,KEL,2026-08-10T18:40:42.104012+00:00
0730851WL,Sg. Galas di Kg. Lembaga (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-11 01:30:00+08:00,82.71,82.4,83.7,85.6,87.9,False,0.056363636363634194,False,KEL,2026-08-10T18:40:42.104012+00:00
,Sg. Aring di Jalan Felda Aring (F1),Gua Musang,Sungai Kelantan,Sg. Lebir,2026-08-11 00:30:00+08:00,61.49,62.0,68.0,70.0,72.0,False,0.0,False,KEL,2026-08-10T18:40:42.104012+00:00
0731531WL,Sg. Lebir di Kuala Koh (F1),Gua Musang,Sungai Kelantan,Sg. Lebir,2026-08-10 23:30:00+08:00,62.71,62.0,67.0,71.0,75.0,False,0.054615384615384684,False,KEL,2026-08-10T18:40:42.104012+00:00
0730931WL,Sg. Galas di Limau Kasturi (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-11 01:30:00+08:00,54.08,53.0,56.0,60.0,61.0,False,0.1349999999999998,False,KEL,2026-08-10T18:40:42.104012+00:00
0730831WL,Sg. Nenggiri di Bertam (F1),Gua Musang,Sungai Kelantan,Sg. Nenggiri,2026-08-11 01:30:00+08:00,47.5,50.4,53.7,56.2,58.1,False,0.0,False,KEL,2026-08-10T18:40:42.104012+00:00
,Sg. Galas di Dabong (F1),Kuala Krai,Sungai Kelantan,Sg. Galas,2026-08-11 01:15:00+08:00,28.1,28.0,35.0,37.0,38.0,False,0.010000000000000142,False,KEL,2026-08-10T18:40:42.104012+00:00
0730971WL,Sg. Lebir di Kg. Tualang (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-10 23:30:00+08:00,24.01,23.0,30.0,34.0,35.0,False,0.08416666666666679,False,KEL,2026-08-10T18:40:42.104012+00:00
0730761WL,Sg. Lebir di Kg. Karangan (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-11 01:30:00+08:00,21.48,19.0,27.0,33.0,34.0,False,0.16533333333333336,False,KEL,2026-08-10T18:40:42.104012+00:00
0730871WL,Sg. Lebir di Kg. Manik Urai (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-11 01:30:00+08:00,19.96,19.1,30.0,32.0,33.0,False,0.06187050359712227,False,KEL,2026-08-10T18:40:42.104012+00:00
,Sg. Pahi di Kg. Pahi (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-11 00:45:00+08:00,19.49,17.8,28.0,30.0,32.0,False,0.1190140845070421,False,KEL,2026-08-10T18:40:42.104012+00:00
,Sg. Kelantan di Kuala Krai (F1),Kuala Krai,Sungai Kelantan,Sg. Kelantan,2026-08-10 23:30:00+08:00,16.76,17.0,20.0,22.5,25.0,False,0.0,False,KEL,2026-08-10T18:40:42.104012+00:00
0730821WL,Sg. Nal di Kg. Sungai Nal (F1),Kuala Krai,Sungai Kelantan,Sg. Nal,2026-08-11 01:30:00+08:00,18.3,21.0,23.5,24.0,25.0,False,0.0,False,KEL,2026-08-10T18:40:42.104012+00:00
,Sg. Pergau di Kg. Lawar (F1),Jeli,Sungai Kelantan,Sg. Pergau,2026-08-11 01:30:00+08:00,99.39,95.0,101.0,102.0,103.0,False,0.5487500000000001,False,KEL,2026-08-10T18:40:42.104012+00:00
0731241WL,Sg. Pergau di Air Bol (F1),Jeli,Sungai Kelantan,Sg. Pergau,2026-08-10 20:45:00+08:00,0.0,70.0,71.3,73.0,74.7,False,0.0,False,KEL,2026-08-10T18:40:42.104012+00:00
,Sg. Lanas di Air Lanas (F1),Jeli,Sungai Golok,Sg. Lanas,2026-08-11 01:30:00+08:00,25.31,27.0,28.5,29.0,29.5,False,0.0,False,KEL,2026-08-10T18:40:42.104012+00:00
,Sg. Kelantan di Kusial Baru (F1),Tanah Merah,Sungai Kelantan,Sg. Kelantan,2026-08-11 01:30:00+08:00,7.37,7.0,12.0,14.0,16.0,False,0.041111111111111126,False,KEL,2026-08-10T18:40:42.104012+00:00
0731371WL,Sg. Kelantan di Kusial (F1),Tanah Merah,Sungai Kelantan,Sg. Kelantan,2026-08-10 23:30:00+08:00,7.51,7.0,12.0,14.0,16.0,False,0.05666666666666664,False,KEL,2026-08-10T18:40:42.104012+00:00
0740261WL,Sg. Golok di Kg. Jenob (F1),Tanah Merah,Sungai Golok,Sg. Golok,2026-08-11 01:30:00+08:00,18.77,19.0,21.5,22.5,23.5,False,0.0,False,KEL,2026-08-10T18:40:42.104012+00:00
0731361WL,Sg. Kelantan di Kg. Temangan (F1),Machang,Sungai Kelantan,Sg. Kelantan,2026-08-10 23:30:00+08:00,9.55,12.0,14.0,15.5,17.5,False,0.0,False,KEL,2026-08-10T18:40:42.104012+00:00
0730103WL,Sg. Kelantan di Air Mulih (F1),Pasir Mas,Sungai Kelantan,Sg. Kelantan,2026-08-11 01:30:00+08:00,1.27,4.0,9.0,9.82,10.65,False,0.0,False,KEL,2026-08-10T18:40:42.104012+00:00
,Empangan Bukit Kwong (F1),Pasir Mas,Sungai Golok,Sg. Golok,2026-08-11 01:30:00+08:00,14.09,16.76,17.22,17.37,17.72,True,0.0,False,KEL,2026-08-10T18:40:42.104012+00:00
0740121WL,Sg. Golok di Rantau Panjang (F1),Pasir Mas,Sungai Golok,Sg. Golok,2026-08-11 01:30:00+08:00,6.35,5.0,7.0,8.0,9.0,False,0.3374999999999999,False,KEL,2026-08-10T18:40:42.104012+00:00
0730581WL,Sg. Kelantan di Jambatan Tendong (F2),Pasir Mas,Sungai Kelantan,Sg. Kelantan,2026-08-11 01:30:00+08:00,0.9,3.0,4.0,5.0,6.0,False,0.0,False,KEL,2026-08-10T18:40:42.104012+00:00
,Sg. Kelantan di Kg. Salor (F1),Kota Bharu,Sungai Kelantan,Sg. Salor,2026-08-11 01:30:00+08:00,5.48,1.0,9.0,9.8,10.6,False,0.46666666666666673,False,KEL,2026-08-10T18:40:42.104012+00:00
0730671WL,Sg. Kelantan di Tambatan D'Raja (F1),Kota Bharu,Sungai Kelantan,Sg. Kelantan,2026-08-11 01:30:00+08:00,-0.11,1.0,3.0,4.0,5.0,False,0.0,False,KEL,2026-08-10T18:40:42.104012+00:00
0731301WL,Sg. Kelantan di Kuala Besar (F1),Kota Bharu,Sungai Kelantan,Sg. Kelantan,2026-08-11 01:30:00+08:00,0.78,1.3,1.5,1.7,1.85,False,0.0,False,KEL,2026-08-10T18:40:42.104012+00:00
0740241WL,Sg. Golok di Kuala Jambu (F1),Tumpat,Sungai Golok,Sg. Golok,2026-08-11 01:30:00+08:00,1.1,0.7,2.0,2.5,3.0,False,0.17391304347826095,False,KEL,2026-08-10T18:40:42.104012+00:00
0720101WL,Sg. Melor di Jambatan Melor (F2),Bachok,Sungai Kemasin,Sg. Melor,2026-08-11 01:30:00+08:00,5.64,6.0,7.0,8.0,9.0,False,0.0,False,KEL,2026-08-10T18:40:42.104012+00:00
0710121WL,Sg. Buaya Ikat di Kg. Pulau Lima (F2),Pasir Puteh,Sungai Semerak,Sg. Buaya Ikat,2026-08-11 01:30:00+08:00,0.88,1.0,2.0,3.0,4.0,False,0.0,False,KEL,2026-08-10T18:40:42.104012+00:00
0710161WL,Sg. Semerak di Tok Bali (F2),Pasir Puteh,Sungai Semerak,Sg. Semerak,2026-08-11 01:30:00+08:00,1.35,0.0,2.5,3.0,4.0,False,0.3375,False,KEL,2026-08-10T18:40:42.104012+00:00
0730891WL,Sg. Nenggiri di Belatop (F1),Gua Musang,Sungai Kelantan,Sg. Nenggiri,2026-08-11 03:30:00+08:00,612.1,605.5,676.0,678.0,680.0,False,0.08859060402684595,True,KEL,2026-08-10T19:46:42.736187+00:00
,Sg. Galas di Kg. Pulai (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-11 03:30:00+08:00,102.8,107.8,108.1,108.9,109.7,False,0.0,False,KEL,2026-08-10T19:46:42.736187+00:00
0730851WL,Sg. Galas di Kg. Lembaga (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-11 03:30:00+08:00,82.77,82.4,83.7,85.6,87.9,False,0.06727272727272551,False,KEL,2026-08-10T19:46:42.736187+00:00
,Sg. Aring di Jalan Felda Aring (F1),Gua Musang,Sungai Kelantan,Sg. Lebir,2026-08-11 00:45:00+08:00,61.49,62.0,68.0,70.0,72.0,False,0.0,False,KEL,2026-08-10T19:46:42.736187+00:00
0731531WL,Sg. Lebir di Kuala Koh (F1),Gua Musang,Sungai Kelantan,Sg. Lebir,2026-08-10 23:30:00+08:00,62.71,62.0,67.0,71.0,75.0,False,0.054615384615384684,False,KEL,2026-08-10T19:46:42.736187+00:00
0730931WL,Sg. Galas di Limau Kasturi (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-11 02:45:00+08:00,54.11,53.0,56.0,60.0,61.0,False,0.13874999999999993,False,KEL,2026-08-10T19:46:42.736187+00:00
0730831WL,Sg. Nenggiri di Bertam (F1),Gua Musang,Sungai Kelantan,Sg. Nenggiri,2026-08-11 03:30:00+08:00,47.5,50.4,53.7,56.2,58.1,False,0.0,False,KEL,2026-08-10T19:46:42.736187+00:00
,Sg. Galas di Dabong (F1),Kuala Krai,Sungai Kelantan,Sg. Galas,2026-08-11 03:30:00+08:00,27.96,28.0,35.0,37.0,38.0,False,0.0,False,KEL,2026-08-10T19:46:42.736187+00:00
0730971WL,Sg. Lebir di Kg. Tualang (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-10 23:30:00+08:00,24.01,23.0,30.0,34.0,35.0,False,0.08416666666666679,False,KEL,2026-08-10T19:46:42.736187+00:00
0730761WL,Sg. Lebir di Kg. Karangan (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-11 03:30:00+08:00,21.49,19.0,27.0,33.0,34.0,False,0.1659999999999999,False,KEL,2026-08-10T19:46:42.736187+00:00
0730871WL,Sg. Lebir di Kg. Manik Urai (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-11 03:30:00+08:00,19.96,19.1,30.0,32.0,33.0,False,0.06187050359712227,False,KEL,2026-08-10T19:46:42.736187+00:00
,Sg. Pahi di Kg. Pahi (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-11 00:45:00+08:00,19.49,17.8,28.0,30.0,32.0,False,0.1190140845070421,False,KEL,2026-08-10T19:46:42.736187+00:00
,Sg. Kelantan di Kuala Krai (F1),Kuala Krai,Sungai Kelantan,Sg. Kelantan,2026-08-10 23:30:00+08:00,16.76,17.0,20.0,22.5,25.0,False,0.0,False,KEL,2026-08-10T19:46:42.736187+00:00
0730821WL,Sg. Nal di Kg. Sungai Nal (F1),Kuala Krai,Sungai Kelantan,Sg. Nal,2026-08-11 03:30:00+08:00,18.3,21.0,23.5,24.0,25.0,False,0.0,False,KEL,2026-08-10T19:46:42.736187+00:00
,Sg. Pergau di Kg. Lawar (F1),Jeli,Sungai Kelantan,Sg. Pergau,2026-08-11 03:30:00+08:00,99.45,95.0,101.0,102.0,103.0,False,0.5562500000000004,False,KEL,2026-08-10T19:46:42.736187+00:00
0731241WL,Sg. Pergau di Air Bol (F1),Jeli,Sungai Kelantan,Sg. Pergau,2026-08-10 20:45:00+08:00,0.0,70.0,71.3,73.0,74.7,False,0.0,False,KEL,2026-08-10T19:46:42.736187+00:00
,Sg. Lanas di Air Lanas (F1),Jeli,Sungai Golok,Sg. Lanas,2026-08-11 03:30:00+08:00,25.29,27.0,28.5,29.0,29.5,False,0.0,False,KEL,2026-08-10T19:46:42.736187+00:00
,Sg. Kelantan di Kusial Baru (F1),Tanah Merah,Sungai Kelantan,Sg. Kelantan,2026-08-11 03:30:00+08:00,7.39,7.0,12.0,14.0,16.0,False,0.0433333333333333,False,KEL,2026-08-10T19:46:42.736187+00:00
0731371WL,Sg. Kelantan di Kusial (F1),Tanah Merah,Sungai Kelantan,Sg. Kelantan,2026-08-10 23:30:00+08:00,7.51,7.0,12.0,14.0,16.0,False,0.05666666666666664,False,KEL,2026-08-10T19:46:42.736187+00:00
0740261WL,Sg. Golok di Kg. Jenob (F1),Tanah Merah,Sungai Golok,Sg. Golok,2026-08-11 03:30:00+08:00,18.74,19.0,21.5,22.5,23.5,False,0.0,False,KEL,2026-08-10T19:46:42.736187+00:00
0731361WL,Sg. Kelantan di Kg. Temangan (F1),Machang,Sungai Kelantan,Sg. Kelantan,2026-08-10 23:30:00+08:00,9.55,12.0,14.0,15.5,17.5,False,0.0,False,KEL,2026-08-10T19:46:42.736187+00:00
0730103WL,Sg. Kelantan di Air Mulih (F1),Pasir Mas,Sungai Kelantan,Sg. Kelantan,2026-08-11 03:30:00+08:00,1.24,4.0,9.0,9.82,10.65,False,0.0,False,KEL,2026-08-10T19:46:42.736187+00:00
,Empangan Bukit Kwong (F1),Pasir Mas,Sungai Golok,Sg. Golok,2026-08-11 03:30:00+08:00,14.1,16.76,17.22,17.37,17.72,True,0.0,False,KEL,2026-08-10T19:46:42.736187+00:00
0740121WL,Sg. Golok di Rantau Panjang (F1),Pasir Mas,Sungai Golok,Sg. Golok,2026-08-11 03:30:00+08:00,6.31,5.0,7.0,8.0,9.0,False,0.3274999999999999,False,KEL,2026-08-10T19:46:42.736187+00:00
0730581WL,Sg. Kelantan di Jambatan Tendong (F2),Pasir Mas,Sungai Kelantan,Sg. Kelantan,2026-08-11 03:30:00+08:00,1.08,3.0,4.0,5.0,6.0,False,0.0,False,KEL,2026-08-10T19:46:42.736187+00:00
,Sg. Kelantan di Kg. Salor (F1),Kota Bharu,Sungai Kelantan,Sg. Salor,2026-08-11 03:30:00+08:00,5.46,1.0,9.0,9.8,10.6,False,0.46458333333333335,False,KEL,2026-08-10T19:46:42.736187+00:00
0730671WL,Sg. Kelantan di Tambatan D'Raja (F1),Kota Bharu,Sungai Kelantan,Sg. Kelantan,2026-08-11 03:30:00+08:00,0.12,1.0,3.0,4.0,5.0,False,0.0,False,KEL,2026-08-10T19:46:42.736187+00:00
0731301WL,Sg. Kelantan di Kuala Besar (F1),Kota Bharu,Sungai Kelantan,Sg. Kelantan,2026-08-11 03:30:00+08:00,0.8,1.3,1.5,1.7,1.85,False,0.0,False,KEL,2026-08-10T19:46:42.736187+00:00
0740241WL,Sg. Golok di Kuala Jambu (F1),Tumpat,Sungai Golok,Sg. Golok,2026-08-11 03:30:00+08:00,1.1,0.7,2.0,2.5,3.0,False,0.17391304347826095,False,KEL,2026-08-10T19:46:42.736187+00:00
0720101WL,Sg. Melor di Jambatan Melor (F2),Bachok,Sungai Kemasin,Sg. Melor,2026-08-11 03:30:00+08:00,5.69,6.0,7.0,8.0,9.0,False,0.0,False,KEL,2026-08-10T19:46:42.736187+00:00
0710121WL,Sg. Buaya Ikat di Kg. Pulau Lima (F2),Pasir Puteh,Sungai Semerak,Sg. Buaya Ikat,2026-08-11 03:30:00+08:00,0.89,1.0,2.0,3.0,4.0,False,0.0,False,KEL,2026-08-10T19:46:42.736187+00:00
0710161WL,Sg. Semerak di Tok Bali (F2),Pasir Puteh,Sungai Semerak,Sg. Semerak,2026-08-11 03:30:00+08:00,1.36,0.0,2.5,3.0,4.0,False,0.34,False,KEL,2026-08-10T19:46:42.736187+00:00
0730891WL,Sg. Nenggiri di Belatop (F1),Gua Musang,Sungai Kelantan,Sg. Nenggiri,2026-08-11 03:45:00+08:00,612.1,605.5,676.0,678.0,680.0,False,0.08859060402684595,True,KEL,2026-08-10T20:30:03.992117+00:00
,Sg. Galas di Kg. Pulai (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-11 03:45:00+08:00,102.8,107.8,108.1,108.9,109.7,False,0.0,False,KEL,2026-08-10T20:30:03.992117+00:00
0730851WL,Sg. Galas di Kg. Lembaga (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-11 03:45:00+08:00,82.79,82.4,83.7,85.6,87.9,False,0.07090909090909102,False,KEL,2026-08-10T20:30:03.992117+00:00
,Sg. Aring di Jalan Felda Aring (F1),Gua Musang,Sungai Kelantan,Sg. Lebir,2026-08-11 01:45:00+08:00,61.49,62.0,68.0,70.0,72.0,False,0.0,False,KEL,2026-08-10T20:30:03.992117+00:00
0731531WL,Sg. Lebir di Kuala Koh (F1),Gua Musang,Sungai Kelantan,Sg. Lebir,2026-08-10 23:30:00+08:00,62.71,62.0,67.0,71.0,75.0,False,0.054615384615384684,False,KEL,2026-08-10T20:30:03.992117+00:00
0730931WL,Sg. Galas di Limau Kasturi (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-11 02:45:00+08:00,54.11,53.0,56.0,60.0,61.0,False,0.13874999999999993,False,KEL,2026-08-10T20:30:03.992117+00:00
0730831WL,Sg. Nenggiri di Bertam (F1),Gua Musang,Sungai Kelantan,Sg. Nenggiri,2026-08-11 03:45:00+08:00,47.5,50.4,53.7,56.2,58.1,False,0.0,False,KEL,2026-08-10T20:30:03.992117+00:00
,Sg. Galas di Dabong (F1),Kuala Krai,Sungai Kelantan,Sg. Galas,2026-08-11 03:30:00+08:00,27.96,28.0,35.0,37.0,38.0,False,0.0,False,KEL,2026-08-10T20:30:03.992117+00:00
0730971WL,Sg. Lebir di Kg. Tualang (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-10 23:30:00+08:00,24.01,23.0,30.0,34.0,35.0,False,0.08416666666666679,False,KEL,2026-08-10T20:30:03.992117+00:00
0730761WL,Sg. Lebir di Kg. Karangan (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-11 03:45:00+08:00,21.47,19.0,27.0,33.0,34.0,False,0.1646666666666666,False,KEL,2026-08-10T20:30:03.992117+00:00
0730871WL,Sg. Lebir di Kg. Manik Urai (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-11 03:45:00+08:00,19.96,19.1,30.0,32.0,33.0,False,0.06187050359712227,False,KEL,2026-08-10T20:30:03.992117+00:00
,Sg. Pahi di Kg. Pahi (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-11 00:45:00+08:00,19.49,17.8,28.0,30.0,32.0,False,0.1190140845070421,False,KEL,2026-08-10T20:30:03.992117+00:00
,Sg. Kelantan di Kuala Krai (F1),Kuala Krai,Sungai Kelantan,Sg. Kelantan,2026-08-10 23:30:00+08:00,16.76,17.0,20.0,22.5,25.0,False,0.0,False,KEL,2026-08-10T20:30:03.992117+00:00
0730821WL,Sg. Nal di Kg. Sungai Nal (F1),Kuala Krai,Sungai Kelantan,Sg. Nal,2026-08-11 03:45:00+08:00,18.3,21.0,23.5,24.0,25.0,False,0.0,False,KEL,2026-08-10T20:30:03.992117+00:00
,Sg. Pergau di Kg. Lawar (F1),Jeli,Sungai Kelantan,Sg. Pergau,2026-08-11 03:45:00+08:00,99.45,95.0,101.0,102.0,103.0,False,0.5562500000000004,False,KEL,2026-08-10T20:30:03.992117+00:00
0731241WL,Sg. Pergau di Air Bol (F1),Jeli,Sungai Kelantan,Sg. Pergau,2026-08-10 20:45:00+08:00,0.0,70.0,71.3,73.0,74.7,False,0.0,False,KEL,2026-08-10T20:30:03.992117+00:00
,Sg. Lanas di Air Lanas (F1),Jeli,Sungai Golok,Sg. Lanas,2026-08-11 03:45:00+08:00,25.29,27.0,28.5,29.0,29.5,False,0.0,False,KEL,2026-08-10T20:30:03.992117+00:00
,Sg. Kelantan di Kusial Baru (F1),Tanah Merah,Sungai Kelantan,Sg. Kelantan,2026-08-11 03:45:00+08:00,7.39,7.0,12.0,14.0,16.0,False,0.0433333333333333,False,KEL,2026-08-10T20:30:03.992117+00:00
0731371WL,Sg. Kelantan di Kusial (F1),Tanah Merah,Sungai Kelantan,Sg. Kelantan,2026-08-10 23:30:00+08:00,7.51,7.0,12.0,14.0,16.0,False,0.05666666666666664,False,KEL,2026-08-10T20:30:03.992117+00:00
0740261WL,Sg. Golok di Kg. Jenob (F1),Tanah Merah,Sungai Golok,Sg. Golok,2026-08-11 03:45:00+08:00,18.73,19.0,21.5,22.5,23.5,False,0.0,False,KEL,2026-08-10T20:30:03.992117+00:00
0731361WL,Sg. Kelantan di Kg. Temangan (F1),Machang,Sungai Kelantan,Sg. Kelantan,2026-08-10 23:30:00+08:00,9.55,12.0,14.0,15.5,17.5,False,0.0,False,KEL,2026-08-10T20:30:03.992117+00:00
0730103WL,Sg. Kelantan di Air Mulih (F1),Pasir Mas,Sungai Kelantan,Sg. Kelantan,2026-08-11 03:45:00+08:00,1.27,4.0,9.0,9.82,10.65,False,0.0,False,KEL,2026-08-10T20:30:03.992117+00:00
,Empangan Bukit Kwong (F1),Pasir Mas,Sungai Golok,Sg. Golok,2026-08-11 03:40:00+08:00,14.12,16.76,17.22,17.37,17.72,True,0.0,False,KEL,2026-08-10T20:30:03.992117+00:00
0740121WL,Sg. Golok di Rantau Panjang (F1),Pasir Mas,Sungai Golok,Sg. Golok,2026-08-11 03:45:00+08:00,6.32,5.0,7.0,8.0,9.0,False,0.33000000000000007,False,KEL,2026-08-10T20:30:03.992117+00:00
0730581WL,Sg. Kelantan di Jambatan Tendong (F2),Pasir Mas,Sungai Kelantan,Sg. Kelantan,2026-08-11 03:45:00+08:00,1.12,3.0,4.0,5.0,6.0,False,0.0,False,KEL,2026-08-10T20:30:03.992117+00:00
,Sg. Kelantan di Kg. Salor (F1),Kota Bharu,Sungai Kelantan,Sg. Salor,2026-08-11 03:45:00+08:00,5.47,1.0,9.0,9.8,10.6,False,0.465625,False,KEL,2026-08-10T20:30:03.992117+00:00
0730671WL,Sg. Kelantan di Tambatan D'Raja (F1),Kota Bharu,Sungai Kelantan,Sg. Kelantan,2026-08-11 03:45:00+08:00,0.12,1.0,3.0,4.0,5.0,False,0.0,False,KEL,2026-08-10T20:30:03.992117+00:00
0731301WL,Sg. Kelantan di Kuala Besar (F1),Kota Bharu,Sungai Kelantan,Sg. Kelantan,2026-08-11 03:45:00+08:00,0.79,1.3,1.5,1.7,1.85,False,0.0,False,KEL,2026-08-10T20:30:03.992117+00:00
0740241WL,Sg. Golok di Kuala Jambu (F1),Tumpat,Sungai Golok,Sg. Golok,2026-08-11 03:45:00+08:00,1.1,0.7,2.0,2.5,3.0,False,0.17391304347826095,False,KEL,2026-08-10T20:30:03.992117+00:00
0720101WL,Sg. Melor di Jambatan Melor (F2),Bachok,Sungai Kemasin,Sg. Melor,2026-08-11 03:45:00+08:00,5.69,6.0,7.0,8.0,9.0,False,0.0,False,KEL,2026-08-10T20:30:03.992117+00:00
0710121WL,Sg. Buaya Ikat di Kg. Pulau Lima (F2),Pasir Puteh,Sungai Semerak,Sg. Buaya Ikat,2026-08-11 03:45:00+08:00,0.89,1.0,2.0,3.0,4.0,False,0.0,False,KEL,2026-08-10T20:30:03.992117+00:00
0710161WL,Sg. Semerak di Tok Bali (F2),Pasir Puteh,Sungai Semerak,Sg. Semerak,2026-08-11 03:45:00+08:00,1.35,0.0,2.5,3.0,4.0,False,0.3375,False,KEL,2026-08-10T20:30:03.992117+00:00
0730891WL,Sg. Nenggiri di Belatop (F1),Gua Musang,Sungai Kelantan,Sg. Nenggiri,2026-08-11 05:15:00+08:00,612.1,605.5,676.0,678.0,680.0,False,0.08859060402684595,True,KEL,2026-08-10T21:30:59.083120+00:00
,Sg. Galas di Kg. Pulai (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-11 05:15:00+08:00,102.8,107.8,108.1,108.9,109.7,False,0.0,False,KEL,2026-08-10T21:30:59.083120+00:00
0730851WL,Sg. Galas di Kg. Lembaga (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-11 05:15:00+08:00,82.83,82.4,83.7,85.6,87.9,False,0.07818181818181684,False,KEL,2026-08-10T21:30:59.083120+00:00
,Sg. Aring di Jalan Felda Aring (F1),Gua Musang,Sungai Kelantan,Sg. Lebir,2026-08-11 02:45:00+08:00,61.49,62.0,68.0,70.0,72.0,False,0.0,False,KEL,2026-08-10T21:30:59.083120+00:00
0731531WL,Sg. Lebir di Kuala Koh (F1),Gua Musang,Sungai Kelantan,Sg. Lebir,2026-08-10 23:30:00+08:00,62.71,62.0,67.0,71.0,75.0,False,0.054615384615384684,False,KEL,2026-08-10T21:30:59.083120+00:00
0730931WL,Sg. Galas di Limau Kasturi (F1),Gua Musang,Sungai Kelantan,Sg. Galas,2026-08-11 02:45:00+08:00,54.11,53.0,56.0,60.0,61.0,False,0.13874999999999993,False,KEL,2026-08-10T21:30:59.083120+00:00
0730831WL,Sg. Nenggiri di Bertam (F1),Gua Musang,Sungai Kelantan,Sg. Nenggiri,2026-08-11 05:15:00+08:00,47.5,50.4,53.7,56.2,58.1,False,0.0,False,KEL,2026-08-10T21:30:59.083120+00:00
,Sg. Galas di Dabong (F1),Kuala Krai,Sungai Kelantan,Sg. Galas,2026-08-11 04:00:00+08:00,27.91,28.0,35.0,37.0,38.0,False,0.0,False,KEL,2026-08-10T21:30:59.083120+00:00
0730971WL,Sg. Lebir di Kg. Tualang (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-10 23:30:00+08:00,24.01,23.0,30.0,34.0,35.0,False,0.08416666666666679,False,KEL,2026-08-10T21:30:59.083120+00:00
0730761WL,Sg. Lebir di Kg. Karangan (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,2026-08-11 03:45:00+08:00,21.47,19.0,27.0,33.0,34.0,False,0.1646666666666666,False,KEL,2026-08-10T21:30:59.083120+00:00
